STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,INDUSTRIAL_INSTRUMENT,Industrial policy instrument,ACTIVITY,Economic activity,REF_AREA,Reference area,INSTRUMENT_TYPE,Instrument type,SECTORAL,Sectoral criterion,GREEN,Green criterion,TECH_FOCUSED,Technology-focused criterion,RD,R&D criterion,SME,SMEs and young firms criterion,JOBS_SKILLS,Jobs&skills criterion,DIGITAL,Digital criterion,EXPORT_FINANCE,Export finance instrument,COVID_SUPPORT,COVID emergency support,EU_SUPPORT,EU support,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,INSTRUMENT_ORIGINAL,Industrial policy instrument name in original language
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,DNK89,Nordic Investment Bank - Response Loans - Denmark,_Z,Not applicable,DNK,Denmark,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.009,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA01,Bpifrance - Court terme et Mobilisation de créances,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,9300,,6,Millions,Bpifrance - Court terme et Mobilisation de créances,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA01,Bpifrance - Court terme et Mobilisation de créances,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,7130,,6,Millions,Bpifrance - Court terme et Mobilisation de créances,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA01,Bpifrance - Court terme et Mobilisation de créances,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,7150,,6,Millions,Bpifrance - Court terme et Mobilisation de créances,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA01,Bpifrance - Court terme et Mobilisation de créances,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.382,,0,Units,Bpifrance - Court terme et Mobilisation de créances,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA01,Bpifrance - Court terme et Mobilisation de créances,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.309,,0,Units,Bpifrance - Court terme et Mobilisation de créances,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA01,Bpifrance - Court terme et Mobilisation de créances,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.286,,0,Units,Bpifrance - Court terme et Mobilisation de créances,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA04,Société de projets industriels,C,Manufacturing,FRA,France,FI03,Venture capital,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,77,,6,Millions,Société de projets industriels,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA04,Société de projets industriels,C,Manufacturing,FRA,France,FI03,Venture capital,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,99,,6,Millions,Société de projets industriels,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA04,Société de projets industriels,C,Manufacturing,FRA,France,FI03,Venture capital,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,107,,6,Millions,Société de projets industriels,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA04,Société de projets industriels,C,Manufacturing,FRA,France,FI03,Venture capital,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.003,,0,Units,Société de projets industriels,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA04,Société de projets industriels,C,Manufacturing,FRA,France,FI03,Venture capital,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.004,,0,Units,Société de projets industriels,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA04,Société de projets industriels,C,Manufacturing,FRA,France,FI03,Venture capital,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.004,,0,Units,Société de projets industriels,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA05,Prêt Garanti par l'Etat (PGE) - Hors BPIFrance et Gros PGE,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2020,,130000,,6,Millions,Prêt Garanti par l'Etat (PGE) - Hors BPIFrance et Gros PGE,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA05,Prêt Garanti par l'Etat (PGE) - Hors BPIFrance et Gros PGE,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,6000,,6,Millions,Prêt Garanti par l'Etat (PGE) - Hors BPIFrance et Gros PGE,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA05,Prêt Garanti par l'Etat (PGE) - Hors BPIFrance et Gros PGE,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2020,,5.627,,0,Units,Prêt Garanti par l'Etat (PGE) - Hors BPIFrance et Gros PGE,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA05,Prêt Garanti par l'Etat (PGE) - Hors BPIFrance et Gros PGE,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.24,,0,Units,Prêt Garanti par l'Etat (PGE) - Hors BPIFrance et Gros PGE,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA20,Fonds de fonds CRCD et Multicap Croissance,_Z,Not applicable,FRA,France,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,87,,6,Millions,Fonds de fonds CRCD et Multicap Croissance,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA20,Fonds de fonds CRCD et Multicap Croissance,_Z,Not applicable,FRA,France,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,139,,6,Millions,Fonds de fonds CRCD et Multicap Croissance,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA20,Fonds de fonds CRCD et Multicap Croissance,_Z,Not applicable,FRA,France,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,176,,6,Millions,Fonds de fonds CRCD et Multicap Croissance,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA20,Fonds de fonds CRCD et Multicap Croissance,_Z,Not applicable,FRA,France,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.004,,0,Units,Fonds de fonds CRCD et Multicap Croissance,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA20,Fonds de fonds CRCD et Multicap Croissance,_Z,Not applicable,FRA,France,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.006,,0,Units,Fonds de fonds CRCD et Multicap Croissance,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA20,Fonds de fonds CRCD et Multicap Croissance,_Z,Not applicable,FRA,France,FI03,Venture capital,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.007,,0,Units,Fonds de fonds CRCD et Multicap Croissance,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA21,EIF-EFSI Loans - France,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,5,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA21,EIF-EFSI Loans - France,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2020,,126,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA21,EIF-EFSI Loans - France,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2020,,0.005,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA23,EIF-COSME: Loan Guarantee Facility - France,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,855,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA23,EIF-COSME: Loan Guarantee Facility - France,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2020,,855,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA23,EIF-COSME: Loan Guarantee Facility - France,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,855,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA23,EIF-COSME: Loan Guarantee Facility - France,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2019,,0.035,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA23,EIF-COSME: Loan Guarantee Facility - France,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2020,,0.037,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA23,EIF-COSME: Loan Guarantee Facility - France,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2021,,0.034,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA24,Reports de charge fiscale et accélération de remboursements d'impôts,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2020,,15500,,6,Millions,Reports de charge fiscale et accélération de remboursements d'impôts,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA24,Reports de charge fiscale et accélération de remboursements d'impôts,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,15500,,6,Millions,Reports de charge fiscale et accélération de remboursements d'impôts,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA24,Reports de charge fiscale et accélération de remboursements d'impôts,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.671,,0,Units,Reports de charge fiscale et accélération de remboursements d'impôts,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA24,Reports de charge fiscale et accélération de remboursements d'impôts,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.62,,0,Units,Reports de charge fiscale et accélération de remboursements d'impôts,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA26,Bpifrance - Garanties,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,8500,,6,Millions,Bpifrance - Garanties,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA26,Bpifrance - Garanties,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,2380,,6,Millions,Bpifrance - Garanties,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA26,Bpifrance - Garanties,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,6410,,6,Millions,Bpifrance - Garanties,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA26,Bpifrance - Garanties,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.349,,0,Units,Bpifrance - Garanties,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA26,Bpifrance - Garanties,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.103,,0,Units,Bpifrance - Garanties,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA26,Bpifrance - Garanties,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.256,,0,Units,Bpifrance - Garanties,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA30,BPIFrance - Assurance prospection,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2019,,321,,6,Millions,BPIFrance - Assurance prospection,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA30,BPIFrance - Assurance prospection,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2020,,233,,6,Millions,BPIFrance - Assurance prospection,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA30,BPIFrance - Assurance prospection,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,YES,Yes,NO,No,NO,No,XDC,National currency,2021,,287,,6,Millions,BPIFrance - Assurance prospection,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA30,BPIFrance - Assurance prospection,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.013,,0,Units,BPIFrance - Assurance prospection,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA30,BPIFrance - Assurance prospection,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.01,,0,Units,BPIFrance - Assurance prospection,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA30,BPIFrance - Assurance prospection,_Z,Not applicable,FRA,France,FI02,Guarantees,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,YES,Yes,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.011,,0,Units,BPIFrance - Assurance prospection,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA31,EIF Loans - France,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2019,,4,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA31,EIF Loans - France,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,XDC,National currency,2021,,96,,6,Millions,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA31,EIF Loans - France,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,PT_B1GQ,Percentage of GDP,2021,,0.004,,0,Units,Original language is English or French,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA34,Fonds France Nucléaire,_Z,Not applicable,FRA,France,FI03,Venture capital,NO,No,YES,Yes,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,50,,6,Millions,Fonds France Nucléaire,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA34,Fonds France Nucléaire,_Z,Not applicable,FRA,France,FI03,Venture capital,NO,No,YES,Yes,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.002,,0,Units,Fonds France Nucléaire,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA46,BPIFrance - Prêt Atout,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2020,,2400,,6,Millions,BPIFrance - Prêt Atout,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA46,BPIFrance - Prêt Atout,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,YES,Yes,NO,No,XDC,National currency,2021,,100,,6,Millions,BPIFrance - Prêt Atout,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA46,BPIFrance - Prêt Atout,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.104,,0,Units,BPIFrance - Prêt Atout,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA46,BPIFrance - Prêt Atout,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,YES,Yes,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.004,,0,Units,BPIFrance - Prêt Atout,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA47,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2019,,181,,6,Millions,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA47,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2020,,228,,6,Millions,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA47,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,XDC,National currency,2021,,44,,6,Millions,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA47,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2019,,0.007,,0,Units,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA47,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2020,,0.01,,0,Units,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,
DATAFLOW,OECD.STI.PIE:DSD_INDUSTRIAL_POLICY@DF_FIN(1.0),QuIS Industrial policy financial instruments,I,FRA47,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,_Z,Not applicable,FRA,France,FI01,Loans,NO,No,NO,No,NO,No,NO,No,YES,Yes,NO,No,NO,No,NO,No,NO,No,NO,No,PT_B1GQ,Percentage of GDP,2021,,0.002,,0,Units,Fonds de cohésion sociale (FCS) - Microcrédit professionnel,
